product_id,product_name,brand,ingredients,price,shade,verified_flag,review_count,average_rating,total_sales,monk_category,skin_suitability
PRD_01259,the littles™,drunk elephant,"Beste™ No.9 Jelly Cleanser:
Water, Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Cocamidopropyl Hydroxysultaine, Sodium Methyl Oleoyl Taurate, Propanediol, Aloe Barbadensis Leaf Extract, Coco-Glucoside, Lauryl Glucoside, Cucumis Melo Cantalupensis Fruit Extract, Sclerocarya Birrea Seed Oil, Dipotassium Glycyrrhizate, Citric Acid, Phenoxyethanol, Sodium Benzoate, Sodium Chloride.

C-Firma™ Day Serum:
Water, Ethoxydiglycol, Ascorbic Acid, Glycerin, Laureth-23, Lactobacillus/Pumpkin Ferment Extract, Sclerocarya Birrea Seed Oil, Ferulic Acid, Sodium Hyaluronate, Chondrus Crispus Extract, Camellia Sinensis Leaf Extract, Lactobacillus/Punica Granatum Fruit Ferment Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Vitis Vinifera (Grape) Juice Extract, Phyllanthus Emblica Fruit Extract, Hydrolyzed Wheat Protein, Tocopherol, Caprylhydroxamic Acid, Acetyl Glucosamine, Hydrolyzed Quinoa, Glutamylamidoethyl Imidazole, Dipotassium Glycyrrhizate, Tetrahydrodiferuloylmethane, Tetrahydrodemethoxydiferuloylmethane, Tetrahydrobisdemethoxydiferuloylmethane, Sodium Hyaluronate Crosspolymer, Glycine, Sucrose, Maltodextrin, Propanediol, Caprylyl Glycol, Sodium Hydroxide, Xanthan gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 60.

B-Hydra™ Intensive Hydration Serum:
Water,Coconut Alkanes, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glycerin, Pentylene Glycol, Sclerocarya Birrea Seed Oil, Wheat Amino Acids, Ananas Sativus (Pineapple) Fruit Extract, Berberis Vulgaris Root Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Coco-Caprylate/Caprate, Panthenol, Sodium PCA, Sodium Hyaluronate Crosspolymer, Dipotassium Glycyrrhizate, Niacinamide, Cyclodextrin, Sodium Hyaluronate, Sodium Lactate, Phenoxyethanol, Hydroxyproline, Trisodium Ethylenediamine Disuccinate, Citric Acid, Caprylyl Glycol, Chlorphenesin, Ethylhexylglycerin.

T.L.C. Framboos™ Glycolic Night Serum:
Water, Glycolic Acid, Butylene Glycol, Glycerin, Sodium Hydroxide, Salicylic Acid, Lactic Acid, Citric Acid, Vitis Vinifera (Grape) Juice Extract, Aloe Barbadensis Leaf Juice, Opuntia Ficus-Indica Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Camellia Sinensis Leaf Extract, Rubus Idaeus (Raspberry) Fruit Extract, Saccharomyces Cerevisiae Extract, Buddleja Davidii Meristem Cell Culture, Sclerocarya Birrea Seed Oil, Sodium Hyaluronate Crosspolymer, Allantoin, Hydroxyethylcellulose, Galactoarabinan, Propanediol, Disodium EDTA, Xanthan Gum, Hexylene Glycol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Sodium Nitrate, Potassium Sorbate, Pentylene Glycol, Sodium Benzoate.

Virgin Marula Luxury Facial Oil:
Sclerocarya Birrea Seed OilLala Retro™Whipped CreamWater,Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal/Malt Extract/Yeast Extract Ferment Filtrate (Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Yeast Extract Ferment Filtrate), Stearic Acid, Glyceryl Stearate SE, Cetearyl Alcohol, Pentylene Glycol, Plantago Lanceolata Leaf Extract, Adansonia Digitata Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Passiflora Edulis Seed Oil, Schinziophyton Rautanenii Kernel Oil, Sclerocarya Birrea Seed Oil, Polyglyceryl-6 Ximenia Americana Seedate, Sodium Hyaluronate Crosspolymer, Ceteareth-20, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Citric Acid, Carbomer, Xanthan Gum, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Ethylhexylglycerin.

Umbra™ Sheer Physical Daily Defense SPF 30:
Zinc Oxide 20%, Water, Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Glycerin,Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Helianthus Annuus (Sunflower) Sprout Extract, Vitis Vinifera (Grape) Juice Extract, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Hydrolyzed Wheat Protein,Tocopheryl Acetate, Tocopherol, Sea Water, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate, Tetrahexyldecyl Ascorbate, Glycine, Sucrose, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).

Shaba Complex™ Eye Serum:
Water, Octyldodecanol, Glycerin, Boron Nitride, Saccharomyces/Xylinum/Black Tea Ferment, Coconut Alkanes, Cetyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Niacinamide, Copper Tripeptide-1, Leontopodium Alpinum Meristem Cell Culture, Dipeptide-2, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Copper Lysinate/Prolinate, Hesperidin Methyl Chalcone, Chondrus Crispus (Carrageenan), Mangifera Indica (Mango) Seed Butter, Glycine Soja (Soybean) Oil, Hippophae Rhamnoides Oil, Sclerocarya Birrea Seed Oil, Sodium Hyaluronate Crosspolymer, Hydroxyethylcellulose, Coco-Caprylate/Caprate, Steareth-20, Lecithin, Panthenol, N-Hydroxysuccinimide, Ubiquinone, Citric Acid, Thioctic Acid, Tocopherol, Chrysin, Sclerotium Gum, Methylglucoside Phosphate, Xanthan Gum, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Caprylyl Glycol, Sodium Hydroxide, Phenoxyethanol, Pentylene Glycol, Ethylhexylglycerin.",90.0,unknown,1,5,3.65,1811.0,,normal
PRD_01347,ultra repair® cream intense hydration,first aid beauty,"Water, Stearic Acid, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glyceryl Stearate Se, Glyceryl Stearate, Cetearyl Alcohol, Butyrospermum Parkii Butter, Dimethicone, Squalane, Allantoin, Camellia Sinensis Leaf Extract, Caprylyl Glycol, Ceramide 3, Chrysanthemum Parthenium Extract, Colloidal Oatmeal, Disodium EDTA, Eucalyptus Globulus Leaf Oil, Glycyrrhiza Glabra Root Extract, Sodium Hydroxide, Xanthan Gum, Phenoxyethanol.",30.0,unknown,1,6,4.02,1168.0,,normal
PRD_00831,moisture surge 72-hour auto-replenishing hydrator,clinique,"Water , Dimethicone , Butylene Glycol , Glycerin , Trisiloxane , Trehalose , Sucrose , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Hydroxyethyl Urea , Camellia Sinensis (Green Tea) Leaf Extract , Silybum Marianum (Lady'S Thistle) Extract , Betula Alba (Birch) Bark Extract , Saccharomyces Lysate Extract , Aloe Barbadensis Leaf Water , Thermus Thermophillus Ferment , Caffeine , Sorbitol , Palmitoyl Hexapeptide-12 , Sodium Hyaluronate , Caprylyl Glycol , Oleth-10 , Sodium Polyaspartate , Saccharide Isomerate , Hydrogenated Lecithin , Tocopheryl Acetate , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Glyceryl Polymethacrylate , Tromethamine , Peg-8 , Hexylene Glycol , Magnesium Ascorbyl Phosphate , Disodium Edta , Bht , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",39.0,unknown,1,9,4.43,3664.0,,normal
PRD_01092,rose deep hydration moisturizer,fresh,"Water, Glycerin, EthylhexylIsononanoate, Butylene Glycol, Pentylene Glycol, Propanediol,Caprylyl Methicone, Isostearyl Isostearate, Dimethicone, BehenylAlcohol, Nylon-6/12, Steareth-2, Xanthan Gum, PrunusDomestica Seed Oil, Rosa Damascena Flower Water, Algin,Angelica Keiskei Extract, Acacia Senegal Gum, Cucumis Sativus(Cucumber) Fruit Extract, Rosa Damascena Flower Oil, SodiumHyaluronate, Tocopheryl Acetate, Ammonium Acryloyldimethy-ltaurate/VP Copolymer, Steareth-21, Polyacrylamide, C13-14Isoparaffin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Dimethiconol, Laureth-7, Tetrasodium EDTA,Caprylic/Capric Triglyceride, BHT, Caramel, Serine, Fragrance, Phenoxyethanol, Citronellol, Geraniol.",40.0,unknown,1,9,4.13,5506.0,,normal
PRD_01019,r.n.a. power face cream,sk-ii,"Water, Glycerin, Galactomyces Ferment Filtrate*, Isohexadecane, Niacinamide, Isopropyl Isostearate, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Pentylene Glycol, Dimethicone, Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Stearyl Alcohol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetyl Alcohol, Behenyl Alcohol, Panthenol, Tocopheryl Acetate, Benzyl Alcohol, Dimethiconol, Cetearyl Alcohol, Cetearyl Glucoside, Methylparaben, Peg-100 Stearate, Polymethylsilsesquioxane, Polysorbate 80, Stearic Acid, Disodium Edta, Propylparaben, Sodium Peg-7 Olive Oil Carboxylate, Ethylparaben, Sorbitan Oleate, Chlorella Vulgaris Extract, Peg-100 Stearate, Peg-7 Glyceryl Cocoate, Sodium Hydroxide, Fragrance, Acanthopanax Senticosus (Eleuthero) Root Extract, Hydrolyzed Soy Protein, Cynara Scolymus (Artichoke) Leaf Extract, Polyquaternium-7, Hydrolyzed Yeast Protein, Palmitoyl Pentapeptide-4, Methylsilanol Tri-Peg-8 Glyceryl Cocoate, Methicone, Ci 77891, Ci 77492. *Pitera™.",230.0,unknown,1,6,4.32,1811.0,,normal
PRD_01283,the true cream moisturizing bomb,belif,"Water, Glycerin, Cyclohexasiloxane, Hydrogenated Polydecene, Dipropylene Glycol, Macadamia Ternifolia Seed Oil, 1,2-Hexanediol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Triethylhexanoin, Stearyl Alcohol, Glyceryl Stearate, Pentaerythrityl Tetraethylhexanoate, PEG-40 Stearate, Saccharomyces/Viscum Album (Mistletoe) Ferment Extract, Lactobacillus/Soybean Ferment Extract, Saccharomyces/Imperata Cylindrica Root Ferment Extract, Cetearyl Alcohol, Ceteayl Olivate, Sorbitan Olivate, Hydrogenated Lecithin, Sorbitan Stearate, Stearic Acid, PEG-100 Stearate, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Poncirus Trifoliata Fruit Extract, Panthenol, *Avena Sativa (Oat) Kernel Extract, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, **Alchemilla Vulgaris Leaf Extract, **Viola Tricolor Extract, **Rosa Damascena Flower Extract, **Spiraea Ulmaria Flower Extract, **Althaea Officinalis Root Extract, Symphytum Officinale Leaf Extract, Trifolium Pratense (Clover) Flower Extract, Achillea Millefolium Flower Extract, Euphrasia Officinalis Extract, Thuja Occidentalis Leaf Extract, Menyanthes Trifoliata Leaf Extract, Salix Alba (Willow) Bark Extract, Chelidonium Majus Extract, Urea, Hydroxyethylpiperazine Ethane Sulfonic Acid, Glycosyl Trehalose, Hydrogenated Starch Hydrolysate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Xanthan Gum, Trisodium EDTA, Tromethamine, ***Frgrance, Citronnellol, Limonene. *Napiers Original Formula. **Napiers Moisture Formula. ***Fragrances of Natural Origin.",38.0,unknown,1,5,4.08,3650.0,,normal
PRD_01384,virgin marula luxury facial oil mini,drunk elephant,100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.,40.0,unknown,1,7,4.43,1317.0,,normal
PRD_00576,genoptics aura essence serum,sk-ii,"Water, Galactomyces Ferment Filtrate (Pitera), Niacinamide, Butylene Glycol, Triethylhexanoin, Pentylene Glycol, Glycerin, Nylon-12, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Polymethylsilsesquioxane, Boron Nitride, Panthenol, PEG-20 Sorbitan Cocoate, Inositol, Caprylic/Capric Triglyceride, Mica, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-11 Methyl Ether Dimethicone, Polyacrylamide, Aminomethyl Propanol, Undecylenoyl Phenylalanine, Benzyl Alcohol, C13-14 Isoparaffin, Disodium EDTA, Hydrolyzed Prunus Domestica, Xanthan Gum, Sodium Benzoate, Hexyldecanol, Laureth-7, Citrus Reticulata Peel Extract/Citrus Reticulata (Tangerine) Peel Extract, Methylparaben, Ascorbyl Glucoside, Prunus Mume Fruit Extract, Tocopherol, Fragrance, Limonene, Citronellol, Linalool, Geraniol, Ci 77891 (Titanium Dioxide).",240.0,unknown,1,7,4.44,5382.0,,dry
PRD_00999,pure one step camellia cleansing oil,tatcha,"Cetyl Ethylhexanoate, Oryza Sativa (Rice) Bran Oil, Polyglyceryl-10 Dioleate, Polyglyceryl-2 Sesquicaprylate, Camellia Japonica Seed Oil, Camellia Sinensis (Green Tea) Leaf Extract, Algae Extract, Water, Glyceryl Behenate/Eicosadioate, Glycerin, Ethylhexylglycerin, Fragrance (Natural), Alcohol, Phenoxyethanol.",48.0,unknown,1,10,4.64,2540.0,,dry
PRD_01131,sheer transformation® perfecting moisturizer,olehenriksen,Visit the OLEHENRIKSEN boutique,38.0,unknown,1,8,4.55,2168.0,,sensitive
PRD_01459,your skin but better cc+ cream oil-free matte with spf 40,it cosmetics,"Water, Dimethicone, Butylene Glycol Dicaprylate/Dicaprate, Butylene Glycol, Titanium Dioxide [Nano] / Titanium Dioxide, Zinc Oxide, Cyclopentasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Butyloctyl Salicylate, Cetyl Peg/Ppg-10/1 Dimethicone, Snail Secretion Filtrate, Sodium Chloride, Bis-Diglyceryl Polyacyladipate-2, Aluminum Hydroxide, Stearic Acid, Disteardimonium Hectorite, Sorbitan Isostearate, Polyglyceryl-4 Isostearate, Hexyl Laurate, Triethoxycaprylylsilane, Triethyl Citrate, Ethyl Hexanediol, Sodium Benzoate, Potassium Sorbate, Polymethylsilsesquioxane, Tocopheryl Acetate, Phenoxyethanol, Disodium Edta, Canadian Colloidal Clay, Moroccan Lava Clay, Avena Sativa Kernel Extract / Oat Kernel Extract, Glycerin, Niacinamide, Curcuma Longa Root Extract / Turmeric Root Extract, Sulfur, Cholesterol, Anthemis Nobilis Flower Water, Perfluorohexane, Persea Gratissima Fruit Extract / Avocado Fruit Extract, Maltodextrin, 1,2-Hexanediol, Vitis Vinifera Seed Extract / Grape Seed Extract, Camellia Sinensis Leaf Extract, Salix Alba Bark Extract / Willow Bark Extract, Magnolia Kobus Bark Extract, Chrysanthemum Indicum Flower Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Glycine Soja Sprout Extract / Soybean Sprout Extract, Perfluorodecalin, Serica Extract / Silk Extract, Hydrolyzed Silk, Aloe Barbadensis Leaf Extract, Perfluoromethylcyclopentane, Citric Acid, Olea Europaea (Olive) Leaf Extract, Artemisia Princeps Leaf Extract, Cinnamomum Cassia Bark Extract, Pueraria Lobata Root Extract, Diospyros Kaki Leaf Extract, Morus Alba Fruit Extract, Steareth-20, Melaleuca Alternifolia Flower/Leaf/Stem Extract - Tea Tree Flower/Leaf/Stem Extract, Punica Granatum Fruit Juice, Hydrolyzed Collagen, Ethylhexylglycerin, Charcoal Powder, Lactobacillus/Honeysuckle Flower/Licorice Root/Morus Alba Root/Pueraria Lobata Root/Schisandra Chinensis Fruit/Scutellaria Baicalensis Root/Sophora Japonica Flower Extract Ferment Filtrate, Chlorhexidine Digluconate, N-Hydroxysuccinimide, Palmitoyl Tripeptide-1, Hydrolyzed Hyaluronic Acid, Chrysin, Palmitoyl Tetrapeptide-7, [+/- May Contain: Ci 77491, Ci 77492, Ci 77499 / Iron Oxides, Ci 77891 / Titanium Dioxide].",38.0,unknown,1,9,4.31,0.0,,normal
PRD_01361,unicorn essence antioxidant primer serum,farsáli,"Water, Propanediol, Glycerin, Polysorbate 20, Glyceryl Polyacrylate, Euterpe Oleracea (Açaí) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Lycium Barbarum (Goji) Fruit Extract, Sambucus Nigra (Elder Berry) Fruit Extract, Tamarindus Indica Seed Polysaccharide, Phenoxyethanol, Ethylhexylglycerin, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Vanilla Planifolia Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Paradisi (Grapefruit) Peel Oil, Red 33, Red 4, Blue 1, Mica, Titanium Dioxide.",54.0,unknown,1,9,4.21,4019.0,,normal
PRD_01417,water sleeping mask,laneige,"Water, Butylene Glycol, Cyclopentasiloxane, Glycerin, Cyclohexasiloxane, Trehalose, Sodium Hyaluronate, Oenothera Biennis (Evening Primrose) Root Extract, Prunus Armeniaca (Apricot) Fruit Extract, Beta-Glucan, Chenopodium Quinoa Seed Extract, Ascorbyl Glucoside, Magnesium Sulfate, Zinc Sulfate, Manganese Sulfate, Calcium Chloride, Potassium Alginate, Ammonium Acryloyldimethyltaurate / VP Copolymer, Polysorbate 20, Dimethicone, Dimethiconol, Dimethicone / Vinyl Dimethicone Crosspolymer, Propanediol, Ethylhexylglycerin, Stearyl Behenate, Polyglyceryl-3 Methylglucose Distearate, Hydroxypropyl Bispalmitamide MEA, Inulin Lauryl Carbamate, Alcohol, 1,2-Hexanediol, Caprylyl Glycol, Carbomer, Tromethamine, Disodium EDTA, Phenoxyethanol, Fragrance, Blue 1 (Ci 42090).",25.0,unknown,1,5,4.5,0.0,,normal
PRD_01407,water bank moisture cream,laneige,"Water, Glycerin, Butylene Glycol, Squalane, Dimethicone, Pentaerythrityl Tetraethylhexanoate, BIS-PEG-18 Methyl Ether Dimethyl Silane, Dicaprylyl Ether, Cyclopentasiloxane, Sucrose Polystearate, Cyclohexasiloxane, Glyceryl Stearate, Urea, Chenopodium Quinoa Seed Extract, Salicornia Herbacea Extract, Magnesium Sulfate, Manganese Sulfate, Calcium Chloride, Zinc Sulfate, Sodium Hyaluronate, Limnanthes Alba (Meadowfoam) Seed Oil, Copper Tripeptide-1, Ceramide 3, Phytosphingosine, Niacinamide, Myristyl Myristate, Glyceryl Undecylenate, Acetyl Glucosamine, Cetearyl Alcohol, Cetyl Ethylhexanoate, Tocopherol, Propanediol, Stearic Acid, Ascorbyl Glucoside, Hydrogenated Lecithin, Xanthan Gum, Trisiloxane, Palmitic Acid, Potassium Cetyl Phosphate, Polyglyceryl-10 Stearate, Polyacrylate-13, Polyisobutene, Propylene Glycol, PEG-100 Stearate, Acrylates / C10-30 Alkyl Acrylate Crosspolymer, PEG-5 Rapeseed Sterol, Hydroxyethyl Acrylate / Sodium Acryloyldimethyl Taurate Copolymer, Hydrogenated Polyisobutene, Polysorbate 20, Tromethamine, Disodium EDTA, Glyceryl Caprylate, Ethylhexylglycerin, Fragrance.",35.0,unknown,1,8,4.24,2636.0,,dry
PRD_00519,facial treatment essence mini,sk-ii,"Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",99.0,unknown,1,6,4.47,853.0,,oily
PRD_00978,premium beauty balm spf 45,dr. jart+,"-Titanium Dioxide, Octinoxate, Zinc Oxide, andOctisalate: Sunscreens.",39.0,unknown,1,8,4.29,3205.0,,normal
PRD_00762,luminous dewy skin mist,tatcha,"Water, Glycerin, Squalane (Olive Origin), Cyclopentasiloxane, Propanediol, Triethylhexanoin, Camellia Japonica Seed Oil, Inositol (Rice Extract), Algae Extract, Sericin (Silk Extract), Glycyrrhiza glabra (Licorice) Root Extract, Oryza Sativa (Rice) Germ Oil, Camellia Sinensis (Green Tea) Leaf Extract, Chondrus Crispus (Red algae) Extract, Panax Ginseng Root Extract, Royal Jelly Extract, Zizyphus Jujuba Fruit Extract, Thymus Serpillum (Thyme) Extract, Scutellaria Baicalensis Root Extract, Polyglyceryl-2 diisostearate, Ppg-5-Ceteth-10 Phosphate, Trideceth-12, Sodiumlauroyl Lactylate, Sorbitan Stearate, Ethylhexylglycerin, Behenyl Alcohol, Glyceryl Stearate Se, Fragrance, Sodium Hyaluronate, Alcohol, Phenoxyethanol.",48.0,unknown,1,5,4.4,3538.0,,dry
PRD_00606,goodnight glow retin-alt sleeping crème,olehenriksen,"Water, Glycerin, Vitis Vinifera (Grape) Seed Oil, C12-15 Alkyl Benzoate, Dicaprylyl Carbonate, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Lactic Acid, Glycolic Acid, Glyceryl Stearate, Potassium Hydroxide, Propanediol, Polysorbate 60, Panthenol, Dimethicone, Cetyl Alcohol, Parfum/Fragrance, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyacetophenone, Bakuchiol, Leontopodium Alpinum Callus Culture Extract, Isohexadecane, Linoleic Acid, Peg-75 Stearate, Phenoxyethanol, Cetearyl Glucoside, Polysorbate 80, Steareth-20, Ceteth-20, Linolenic Acid, Xanthan Gum, Citric Acid, Ethylhexylglycerin, Enteromorpha Compressa Extract, Sorbitan Oleate, Santalum Album (Sandalwood) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Limon (Lemon) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Leuconostoc/Radish Root Ferment Filtrate, Sodium Phytate, Silybum Marianum Fruit Extract, Ocimum Sanctum Leaf Extract, Tocopherol, Violet 2 (Ci 60730), Red 4 (Ci 14700), Limonene, Linalool, Citral.",55.0,unknown,1,5,4.77,4325.0,,normal
PRD_01321,u.f.o. ultra-clarifying face oil,sunday riley,"Silybum Marianum (Milk Thistle) Seed Oil, Nigella Sativa (Black Cumin) Seed Oil, Cucumis Sativus (Cucumber) Seed Oil, Diisopropyl Sebacate, Punica Granatum (Pomegranate) Seed Oil, Vaccinium Macrocarpon (Cranberry) Seed Oil, Dimethyl Isosorbide, Linum Usitatissimum (Flax) Seed Oil, Caprylic/Capric Triglycerides, Ethyl Linoleate, Hexylresorcinol, Glycyrrhiza Glabra (Licorice) Root Extract, Salicylic Acid, Prunus Armeniaca (Apricot) Kernel Oil, Chamomilla Recutita Flower Oil, Citrus Aurantium Amara (Neroli) Flower Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Helianthus Annuus Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Citrus Paradisii (Grapefruit) Peel Oil, Melia Azadirachta (Neem) Leaf Extract, Melia Azadirachta (Neem) Flower Extract, Coccinia Indica Fruit Extract, Amino Esters-1, Amber Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Lawsonia Inermis (Henna) Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Pearl Powder, Moringa Pterygosperma Seed Oil.",80.0,unknown,1,7,4.44,4180.0,,sensitive
PRD_01421,watermelon glow sleeping mask,glow recipe,"Water, Sodium Hyaluronate, Glycerin, Caulerpa Lentillifera (Seaweed) Extract, Simethicone, Citrullus Lanatus (Watermelon) Fruit, Silica, Propanediol, Glycolic Acid, Lactic Acid, Cucurbita Pepo (Pumpkin) Fruit Extract, Punica Granatum (Pomegranate) Fruit Extract, Musa Sapientum (Banana) Fruit Extract , Paeonia Suffruticosa (Peony) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas (Sweet Potato) Root Extract, Betaine, Beta Glucan, Hydroxyethylcellulose, Xanthan Gum, Alcohol, Fragrance.",45.0,unknown,1,10,4.55,0.0,,normal
PRD_00931,pink cloud rosewater moisture crème,herbivore,"Water, Aloe Barbadensis (Aloe Vera) Leaf Juice, Helianthus Annuus (Sunflower) Seed Oil, Isoamyl Laurate, Rosa Damascena (Rose) Flower Water, Glyceryl Stearate Citrate, Cetearyl Alcohol, Glyceryl Caprylate, Populus Tremuloides (Aspen) Bark Extract, Aleurites Moluccana (Kukui) Nut Oil, Propanediol, Myrothamnus Flabellifolia Extract, Ascorbic Acid, Citric Acid, Glycerin, Cetearyl Alcohol, Cocos Nucifera (Coconut) Extract, Butyrospermum Parkii (Shea) Nut Butter, Oryza Sativa (Rice) Seed Extract, Camellia Sinensis (White Tea) Leaf Extract, Sodium Hyaluronate, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Melia Azadirachta Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Ocimum Sanctum Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sclerotium Gum, Rosa Damascena (Rose) Flower Oil, Xanthan Gum, Sodium Phytate, Alcohol, Sodium Anisate.",48.0,unknown,1,7,4.33,3110.0,,oily
PRD_01023,radiance drops - rainforest of the sea™ collection,tarte,"Neopentyl Glycol Diheptanoate, Isododecane, Jojoba Esters, Mica, Glyceryl Caprylate, Fragrance, Passiflora Edulis (Passion Fruit) Seed Oil, Jojoba Oil/Macadamia Seed Oil Esters, Limonene, Squalene, Tocopherol, Cocos Nucifera (Coconut) Oil, Phytosteryl Macadamiate, Phytosterols, Algae Extract, Gardenia Taitensis Flower, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Carmine (CI 75470).",32.0,unknown,1,5,3.25,2302.0,,normal
PRD_01289,tidal brightening enzyme water cream,sunday riley,"Water, Hydrolyzed Jojoba Esters, Glycerin, Caprylic/Capric Triglyceride,Propanediol, Sodium Hyaluronate Crosspolymer, Pentylene Glycol, Tamarindus Indica(Tamarind) Seed Gum, Ethyl Macadamiate, Sodium Acrylates Copolymer (and) Lecithin, Isododecane, Adipic Acid/Neopentyl Glycol Crosspolymer, Lauryl Dimethicone, Hydrogenated Polyisobutene, Strelitzia Nicolai (Bird of Paradise flower) Seed Aril Extract, Alpha-Arbutin, Aesculus Hippocastanum (Horse Chestnut) seed extract, Hydrolyzed Hyaluronic Acid, Allantoin, Papain (and) Carbomer 1 (and) 2-Hexanediol (and) Caprylyl Glycol (and) Algin, Cucumis Sativus (Cucumber) Extract, Melia Azadirachta (Neem) Leaf Extract (and) Melia Azadirachta Flower (Neem) Extract (and) Mimosa Terniflora Extract (and) Amber Extract (and) Coccinia Indica Fruit Extract (and) Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract (and) Lawsonia Inermis Extract (and) Ocimum Sanctum Leaf (Holy Basil) Extract, Pearl Powder, Synthetic Fluorphlogopite, Titanium Dioxide, Phenoxyethanol, Chlorphenesin.",65.0,unknown,1,8,4.51,2576.0,,dry
